No,Sector_score,LOCATION_ID,PARA_A,SCORE_A,PARA_B,SCORE_B,TOTAL,numbers,Marks,Money_Value,MONEY_Marks,District,Loss,LOSS_SCORE,History,History_score,Score,Risk
246,3.41,29,4.17,6,24.37,6,28.54,5,2,4.24,2,2,0,2,0,2,3.6,1
247,3.41,37,5.22,6,20.94,6,26.16,5,2,2.44,2,2,0,2,0,2,3.6,1
248,3.41,11,6.31,6,19.42,6,25.73,5.5,4,13.88,6,2,0,2,0,2,4.4,1
249,3.41,30,1.15,4,20.1,6,21.25,6,6,21.45,6,2,0,2,0,2,4.6,1
250,3.41,4,4.13,6,16.74,6,20.87,5,2,44.02,6,2,0,2,0,2,4,1
251,3.41,15,2.86,6,17.09,6,19.95,5.5,4,6.88,4,2,0,2,0,2,4.2,1
252,3.41,39,3.63,6,10.85,4,14.48,5,2,0.28,2,2,0,2,0,2,3,1
253,3.41,11,1.44,4,9.65,4,11.09,6.5,6,10.03,6,2,0,2,0,2,4,1
254,3.41,13,2.92,6,5.24,4,8.16,5,2,9.76,4,2,0,2,0,2,3.2,1
255,3.41,13,5.61,6,1.56,2,7.17,5,2,4.03,2,2,0,2,0,2,2.4,1
256,3.41,4,4.01,6,0,2,4.01,5,2,0,2,2,0,2,0,2,2.4,1
257,3.41,11,1.21,4,0,2,1.21,5,2,0,2,2,0,2,0,2,2.2,1
258,3.41,2,1.18,4,0,2,1.18,5.5,4,183.2,6,2,1,4,0,2,3.2,1
259,3.41,8,1.12,4,0,2,1.12,5,2,0,2,2,0,2,0,2,2.2,1
260,3.41,39,1.07,4,0,2,1.07,5,2,10.02,6,2,0,2,0,2,2.6,1
261,3.41,12,1.07,4,0,2,1.07,5,2,0,2,6,0,2,0,2,2.6,1
262,3.41,16,1.05,4,0,2,1.05,5,2,0,2,2,0,2,0,2,2.2,1
263,3.41,15,1.01,4,0,2,1.01,5,2,0.28,2,2,0,2,0,2,2.2,1
264,3.41,13,1.01,4,0,2,1.01,5,2,0,2,2,0,2,0,2,2.2,1
265,3.41,18,0,2,0,2,0,5,2,0,2,4,0,2,0,2,2.2,1
266,2.72,16,6.02,6,135.69,6,141.71,6,6,89.64,6,4,0,2,0,2,5,1
267,2.72,22,1.19,4,122.07,6,123.26,5,2,15.2,6,2,0,2,0,2,3.8,1
268,2.72,11,3.11,6,113.97,6,117.08,5.5,4,26.64,6,2,0,2,0,2,4.4,1
269,2.72,8,5.61,6,99.33,6,104.94,6.5,6,76.47,6,2,0,2,0,2,4.8,1
270,2.72,9,3.84,6,98.67,6,102.51,5,2,12.9,6,2,0,2,0,2,4,1
271,2.72,13,5.5,6,93.26,6,98.76,5,2,14.27,6,2,0,2,0,2,4,1
272,2.72,14,4.53,6,87.93,6,92.46,5,2,85.81,6,2,0,2,0,2,4,1
273,2.72,5,7.43,6,79.5,6,86.93,5,2,102.39,6,2,0,2,0,2,4,1
274,2.72,31,5.45,6,71.09,6,76.54,5.5,4,59.18,6,2,0,2,0,2,4.4,1
275,2.72,4,5.65,6,67.16,6,72.81,6,6,27.23,6,2,0,2,0,2,4.8,1
276,2.72,7,3.04,6,67.37,6,70.41,6.5,6,77.47,6,2,0,2,0,2,4.8,1
277,2.72,16,2.84,6,64.91,6,67.75,5.5,4,124.59,6,4,0,2,0,2,4.6,1
278,2.72,25,4.43,6,61.47,6,65.9,5.5,4,39.65,6,2,0,2,0,2,4.4,1
279,2.72,38,4.6,6,54.99,6,59.59,5,2,14.1,6,2,0,2,0,2,4,1
280,2.72,22,3.22,6,55.64,6,58.86,5,2,80.8,6,2,1,4,0,2,4.2,1
281,2.72,11,3.51,6,52.89,6,56.4,5,2,4.26,2,2,0,2,0,2,3.6,1
282,2.72,40,4.43,6,51.32,6,55.75,5.5,4,145.97,6,2,0,2,0,2,4.4,1
283,2.72,30,3.47,6,47.07,6,50.54,5,2,31.38,6,2,0,2,0,2,4,1
284,2.72,8,3.62,6,44.28,6,47.9,5,2,44.67,6,2,0,2,0,2,4,1
285,2.72,20,4.97,6,42.19,6,47.16,5.5,4,45.37,6,2,0,2,0,2,4.4,1
286,2.72,15,2.13,6,42.64,6,44.77,5,2,18.24,6,2,0,2,0,2,4,1
287,2.72,12,7.07,6,35.48,6,42.55,5,2,8.76,4,2,0,2,0,2,3.8,1
288,2.72,15,2.68,6,38.32,6,41,5,2,7.17,4,2,0,2,0,2,3.8,1
289,2.72,1,4.36,6,33.91,6,38.27,5.5,4,6.06,4,6,1,4,0,2,4.8,1
290,2.72,5,1.9,4,35.04,6,36.94,6.5,6,16.19,6,2,0,2,0,2,4.6,1
291,2.72,16,2.18,6,30.81,6,32.99,5,2,5.8,4,4,0,2,0,2,4,1
292,2.72,19,3.9,6,27.92,6,31.82,5,2,47.6,6,2,0,2,0,2,4,1
293,2.72,8,4.34,6,24.13,6,28.47,5,2,3.42,2,2,0,2,0,2,3.6,1
294,2.72,39,4.05,6,21.66,6,25.71,5.5,4,18.45,6,2,0,2,0,2,4.4,1
295,2.72,9,1.65,4,20.86,6,22.51,5,2,16.91,6,2,0,2,0,2,3.8,1
296,2.72,39,3.48,6,17.85,6,21.33,5,2,9.53,4,2,0,2,0,2,3.8,1
297,2.72,5,3.5,6,16.09,6,19.59,5,2,5.03,4,2,0,2,0,2,3.8,1
298,2.72,19,3.66,6,15.47,6,19.13,5,2,1.43,2,2,0,2,0,2,3.6,1
299,2.72,19,1.56,4,14.64,4,16.2,5,2,25.97,6,2,0,2,0,2,3.2,1
300,2.72,12,3.62,6,8.37,4,11.99,5,2,0,2,2,0,2,0,2,3,1
301,2.72,39,2.46,6,6.72,4,9.18,5,2,0,2,2,0,2,0,2,3,1
302,2.72,2,3.26,6,5.55,4,8.81,5,2,0.21,2,6,0,2,0,2,3.4,1
303,2.72,16,2.41,6,5.28,4,7.69,5,2,8.95,4,4,0,2,0,2,3.4,1
304,2.72,39,2.81,6,4.6,2,7.41,5,2,8.44,4,2,0,2,0,2,2.6,1
305,2.72,4,1.73,4,5.64,4,7.37,5,2,13.35,6,2,0,2,0,2,3.2,1
306,2.72,2,2.23,6,4.54,2,6.77,5,2,22.8,6,6,0,2,0,2,3.2,1
307,2.72,16,3.26,6,2.81,2,6.07,6,6,21.6,6,4,0,2,0,2,3.8,1
308,2.72,12,3.43,6,1.53,2,4.96,5,2,0,2,2,0,2,0,2,2.4,1
309,2.72,19,2.19,6,0.68,2,2.87,5,2,28.4,6,2,0,2,0,2,2.8,1
310,2.72,19,2.13,6,0.59,2,2.72,5,2,0.76,2,2,0,2,0,2,2.4,1
311,2.72,12,2,6,0.32,2,2.32,5,2,5.37,4,2,0,2,0,2,2.6,1
312,2.72,16,1.75,4,0.57,2,2.32,5,2,0,2,4,0,2,0,2,2.4,1
313,2.72,5,1.46,4,0.75,2,2.21,5,2,0.11,2,2,0,2,0,2,2.2,1
314,2.72,19,1.64,4,0.19,2,1.83,5,2,1.59,2,2,0,2,0,2,2.2,1
315,2.72,4,1.33,4,0.35,2,1.68,5,2,0,2,2,0,2,0,2,2.2,1
316,2.72,19,1.6,4,0,2,1.6,5,2,0.06,2,2,0,2,0,2,2.2,1
317,2.72,12,1.6,4,0,2,1.6,5,2,0,2,2,0,2,0,2,2.2,1
318,2.72,6,1.51,4,0,2,1.51,5,2,0,2,2,0,2,0,2,2.2,1
319,2.72,5,1.5,4,0,2,1.5,5,2,1.44,2,2,0,2,0,2,2.2,1
320,2.72,1,1.35,4,0,2,1.35,6,6,680.14,6,2,0,2,0,2,3.4,1
321,2.72,16,1.34,4,0,2,1.34,5,2,0,2,4,0,2,0,2,2.4,1
322,2.72,1,1.14,4,0,2,1.14,5,2,0.71,2,2,0,2,0,2,2.2,1
323,2.72,11,1.13,4,0,2,1.13,5,2,0.02,2,2,0,2,0,2,2.2,1
324,2.72,8,1.13,4,0,2,1.13,5,2,0,2,2,0,2,0,2,2.2,1
325,2.72,12,1.05,4,0,2,1.05,5,2,0,2,2,0,2,0,2,2.2,1
326,2.72,32,0.84,2,0,2,0.84,5,2,8.21,4,2,0,2,0,2,2.2,1
327,2.72,22,0,2,0,2,0,5,2,30.85,6,2,0,2,0,2,2.4,1
328,2.72,16,0,2,0,2,0,5,2,0,2,4,0,2,0,2,2.2,1
329,2.37,8,3.81,6,11.52,6,15.33,5,2,3.25,2,4,0,2,0,2,3.8,1
330,2.37,32,3.42,6,10.55,6,13.97,5,2,6.96,4,2,0,2,0,2,3.8,1
331,2.37,14,3.29,6,6.41,6,9.7,5,2,3.66,2,2,0,2,0,2,3.6,1
332,2.37,2,7.59,6,1.47,4,9.06,5.5,4,36.29,6,6,0,2,0,2,4.2,1
333,2.37,12,2.22,6,6.23,6,8.45,5,2,0.89,2,2,0,2,0,2,3.6,1
334,2.37,11,1.63,4,5.86,6,7.49,5,2,3.69,2,2,0,2,0,2,3.4,1
335,2.37,16,2.21,6,5.21,6,7.42,5,2,3.43,2,2,0,2,0,2,3.6,1
336,2.37,9,2.1,6,5.06,6,7.16,5,2,5.41,4,2,0,2,0,2,3.8,1
337,2.37,4,1.86,4,4.51,6,6.37,5,2,7.27,4,2,0,2,0,2,3.6,1
338,2.37,8,0.53,2,5.4,6,5.93,5,2,0.72,2,2,0,2,0,2,3.2,1
339,2.37,38,0.81,2,4.6,6,5.41,5,2,1.82,2,2,0,2,0,2,3.2,1
340,2.37,1,3.75,6,1.25,4,5,6,6,11.25,6,6,0,2,0,2,4.6,1
341,2.37,1,1.13,4,3.85,6,4.98,6.5,6,20.89,6,6,0,2,0,2,5,1
342,2.37,8,2.29,6,2.64,6,4.93,5,2,3.08,2,2,0,2,0,2,3.6,1
343,2.37,35,3.35,6,0.99,2,4.34,5,2,0.12,2,2,0,2,0,2,2.4,1
344,2.37,13,2.59,6,0.66,2,3.25,5,2,1.28,2,2,0,2,0,2,2.4,1
345,2.37,2,2.18,6,0.93,2,3.11,5,2,0,2,6,0,2,0,2,2.8,1
346,2.37,19,1.99,4,0.63,2,2.62,5,2,0,2,2,0,2,0,2,2.2,1
347,2.37,2,1.66,4,0.83,2,2.49,5,2,0.31,2,6,0,2,0,2,2.6,1
348,2.37,16,1.27,4,1.01,4,2.28,5,2,1.15,2,2,0,2,0,2,2.8,1
349,2.37,19,2.13,6,0.11,2,2.24,5,2,7.54,4,2,0,2,0,2,2.6,1
350,2.37,32,0.61,2,1.54,4,2.15,5,2,0.57,2,2,0,2,0,2,2.6,1
351,2.37,19,1.62,4,0.49,2,2.11,5,2,0,2,2,0,2,0,2,2.2,1
352,2.37,19,1,4,1.1,4,2.1,5,2,0,2,2,0,2,0,2,2.8,1
353,2.37,9,1.67,4,0.39,2,2.06,5,2,1.43,2,2,0,2,0,2,2.2,1
354,2.37,8,0.66,2,1.37,4,2.03,5,2,0.84,2,4,0,2,0,2,2.8,1
355,2.37,6,1.46,4,0.55,2,2.01,5,2,0.67,2,2,0,2,0,2,2.2,1
356,2.37,5,1.54,4,0.46,2,2,5,2,0.57,2,2,0,2,0,2,2.2,1
357,2.37,12,1.65,4,0.02,2,1.67,5,2,27.99,6,2,0,2,0,2,2.6,1
358,2.37,18,1.65,4,0.02,2,1.67,5,2,2.47,2,2,0,2,0,2,2.2,1
359,2.37,6,1.07,4,0.59,2,1.66,5,2,0,2,2,0,2,0,2,2.2,1
360,2.37,28,1.29,4,0.25,2,1.54,5,2,0,2,2,0,2,0,2,2.2,1
361,2.37,28,1.31,4,0.12,2,1.43,5.5,4,0,2,6,0,2,0,2,3,1
362,2.37,5,1.29,4,0.13,2,1.42,5,2,0,2,2,0,2,0,2,2.2,1
363,2.37,8,1.25,4,0.02,2,1.27,5,2,0.82,2,2,0,2,0,2,2.2,1
364,2.37,4,0.56,2,0.7,2,1.26,5,2,0,2,6,0,2,0,2,2.4,1
365,2.37,2,0.9,2,0.29,2,1.19,5,2,1.22,2,6,0,2,0,2,2.4,1
366,2.37,2,0.76,2,0.34,2,1.1,5,2,0,2,6,0,2,0,2,2.4,1
367,2.37,28,0.32,2,0.49,2,0.81,5,2,6.73,4,6,0,2,0,2,2.6,1
368,2.37,2,0.73,2,0.05,2,0.78,5,2,6.14,4,6,0,2,0,2,2.6,1
369,2.37,8,0.56,2,0.08,2,0.64,5,2,0.05,2,6,0,2,0,2,2.4,1
370,2.37,2,0.5,2,0.04,2,0.54,5,2,0,2,6,0,2,0,2,2.4,1
371,2.37,28,0.51,2,0,2,0.51,5,2,0,2,6,0,2,0,2,2.4,1
372,2.37,28,0.44,2,0.02,2,0.46,5,2,27.1,6,6,0,2,0,2,2.8,1
373,2.37,2,0,2,0,2,0,5,2,0.23,2,6,0,2,0,2,2.4,1
374,2.37,2,0,2,0,2,0,5,2,0,2,6,0,2,0,2,2.4,1
375,1.99,2,57.03,6,134.33,6,191.36,5,2,844.37,6,2,0,2,0,2,4,1
376,1.99,19,3.02,6,0,2,3.02,5,2,0,2,6,0,2,0,2,2.8,1
377,1.99,8,1.89,4,0,2,1.89,5,2,0,2,2,0,2,0,2,2.2,1
378,1.99,16,1.82,4,0,2,1.82,5,2,85.13,6,4,0,2,0,2,2.8,1
379,1.99,8,1.71,4,0,2,1.71,5,2,0.09,2,2,0,2,0,2,2.2,1
380,1.99,12,1.65,4,0,2,1.65,5,2,0.01,2,2,0,2,0,2,2.2,1
381,1.99,19,1.62,4,0,2,1.62,5,2,0,2,6,0,2,0,2,2.6,1
382,1.99,13,1.56,4,0,2,1.56,5,2,0.1,2,2,0,2,0,2,2.2,1
383,1.99,16,1.53,4,0,2,1.53,5,2,0.03,2,4,0,2,0,2,2.4,1
384,1.99,12,1.52,4,0,2,1.52,5,2,6.96,4,2,0,2,0,2,2.4,1
385,1.99,15,1.46,4,0,2,1.46,5,2,0,2,2,0,2,0,2,2.2,1
386,1.99,8,1.4,4,0,2,1.4,5,2,0,2,2,0,2,0,2,2.2,1
387,1.99,5,1.34,4,0,2,1.34,5,2,0,2,2,0,2,0,2,2.2,1
388,1.99,11,1.27,4,0,2,1.27,5,2,175.9,6,2,0,2,0,2,2.6,1
389,1.99,5,1.27,4,0,2,1.27,5,2,2.77,2,2,0,2,0,2,2.2,1
390,1.99,14,1.26,4,0,2,1.26,5,2,0,2,2,0,2,0,2,2.2,1
391,1.99,32,1.23,4,0,2,1.23,5,2,0.11,2,2,0,2,0,2,2.2,1
392,1.99,9,1.19,4,0,2,1.19,5,2,29.76,6,2,0,2,0,2,2.6,1
393,1.99,6,1.19,4,0,2,1.19,5,2,0,2,2,0,2,0,2,2.2,1
394,1.99,8,1.14,4,0,2,1.14,5,2,41.82,6,2,0,2,0,2,2.6,1
395,1.99,15,1.12,4,0,2,1.12,5,2,10.98,6,2,0,2,0,2,2.6,1
396,1.99,32,1.12,4,0,2,1.12,5,2,0.05,2,2,0,2,0,2,2.2,1
397,1.99,22,1.1,4,0,2,1.1,5,2,0,2,2,0,2,0,2,2.2,1
398,1.99,9,1.03,4,0,2,1.03,5,2,27.28,6,2,0,2,0,2,2.6,1
399,1.99,4,0.96,2,0,2,0.96,5,2,9.45,4,2,0,2,0,2,2.2,1
400,1.99,20,0.86,2,0,2,0.86,5,2,0,2,6,0,2,0,2,2.4,1
401,1.99,16,0.77,2,0,2,0.77,5,2,0,2,4,0,2,0,2,2.2,1
402,1.99,31,0.76,2,0,2,0.76,5,2,7.48,4,2,0,2,0,2,2.2,1
403,1.99,19,0.59,2,0,2,0.59,5,2,0,2,6,0,2,0,2,2.4,1
404,1.99,16,0.56,2,0,2,0.56,5,2,0,2,4,0,2,0,2,2.2,1
405,1.99,16,0.44,2,0,2,0.44,5,2,0.04,2,4,0,2,0,2,2.2,1
406,1.99,12,0.43,2,0,2,0.43,5,2,13.54,6,2,0,2,0,2,2.4,1
407,1.85,19,45.23,6,36.18,6,81.41,5,2,0,2,6,0,2,0,2,4,1
408,1.85,4,0.56,2,72,6,72.56,5,2,0.51,2,2,0,2,0,2,3.2,1
409,1.85,19,19.21,6,2.47,6,21.68,5,2,0,2,6,0,2,0,2,4,1
410,1.85,2,11.24,6,9.49,6,20.73,5.5,4,173.02,6,2,0,2,0,2,4.4,1
411,1.85,8,13.15,6,1.63,4,14.78,5,2,1.19,2,4,0,2,0,2,3.2,1
412,1.85,12,13.91,6,0.5,2,14.41,5,2,0.19,2,2,0,2,0,2,2.4,1
413,1.85,16,9.19,6,4.2,6,13.39,5,2,0.52,2,2,0,2,0,2,3.6,1
414,1.85,15,11.44,6,1.41,4,12.85,5,2,0.04,2,2,0,2,0,2,3,1
415,1.85,9,10.79,6,0.67,2,11.46,5,2,0.04,2,2,0,2,0,2,2.4,1
416,1.85,11,10.02,6,0.95,2,10.97,5,2,0.43,2,2,0,2,0,2,2.4,1
417,1.85,22,7.84,6,2.81,6,10.65,5,2,0,2,2,1,4,0,2,3.8,1
418,1.85,14,9.94,6,0.44,2,10.38,5,2,0.15,2,2,0,2,0,2,2.4,1
419,1.85,19,9.14,6,1.22,4,10.36,5,2,0,2,6,0,2,0,2,3.4,1
420,1.85,8,8.94,6,1.32,4,10.26,5,2,0.02,2,2,0,2,0,2,3,1
421,1.85,13,8.25,6,1.59,4,9.84,5,2,0.02,2,2,0,2,0,2,3,1
422,1.85,32,7.09,6,1.95,4,9.04,5,2,0,2,2,0,2,0,2,3,1
423,1.85,9,7.37,6,1.64,4,9.01,5,2,0.08,2,2,0,2,0,2,3,1
424,1.85,8,7.02,6,1.77,4,8.79,5,2,0,2,4,0,2,0,2,3.2,1
425,1.85,6,8.53,6,0.16,2,8.69,5,2,0.52,2,2,1,4,0,2,2.6,1
426,1.85,29,7.01,6,1.12,4,8.13,5,2,0.1,2,2,0,2,0,2,3,1
427,1.85,9,7.07,6,0.72,2,7.79,5,2,0,2,2,0,2,0,2,2.4,1
428,1.85,18,7.2,6,0.43,2,7.63,5,2,0.01,2,2,0,2,0,2,2.4,1
429,1.85,5,7.22,6,0.28,2,7.5,5,2,0,2,2,0,2,0,2,2.4,1
430,1.85,19,5.9,6,0,2,5.9,5,2,0.74,2,6,1,4,0,2,3,1
431,1.85,19,5.87,6,0,2,5.87,5,2,0.44,2,6,0,2,0,2,2.8,1
432,1.85,27,4.6,6,1.17,4,5.77,5,2,0.04,2,2,0,2,0,2,3,1
433,1.85,13,4.99,6,0.64,2,5.63,5,2,0,2,2,0,2,0,2,2.4,1
434,1.85,9,5,6,0.54,2,5.54,5,2,0,2,2,0,2,0,2,2.4,1
435,1.85,14,5.13,6,0.09,2,5.22,5,2,0.01,2,2,0,2,0,2,2.4,1
436,1.85,43,5.2,6,0,2,5.2,5,2,0,2,2,0,2,0,2,2.4,1
437,1.85,22,3.92,6,1.08,4,5,5,2,0,2,2,0,2,0,2,3,1
438,1.85,15,3.74,6,0.55,2,4.29,5,2,0,2,2,0,2,0,2,2.4,1
439,1.85,15,3.83,6,0.28,2,4.11,5,2,0,2,2,0,2,0,2,2.4,1
440,1.85,19,4.04,6,0,2,4.04,5,2,0.79,2,6,0,2,0,2,2.8,1
441,1.85,16,3.67,6,0.18,2,3.85,5,2,0,2,2,0,2,0,2,2.4,1
442,1.85,6,3.7,6,0,2,3.7,5,2,0.12,2,2,0,2,0,2,2.4,1
443,1.85,8,3.26,6,0.36,2,3.62,5,2,0.02,2,2,0,2,0,2,2.4,1
444,1.85,8,3.17,6,0.44,2,3.61,5,2,0,2,4,0,2,0,2,2.6,1
445,1.85,13,3.46,6,0.09,2,3.55,5,2,0.06,2,2,0,2,0,2,2.4,1
446,1.85,19,3.28,6,0.25,2,3.53,5,2,0.04,2,6,0,2,0,2,2.8,1
447,1.85,2,3.31,6,0.17,2,3.48,5,2,0,2,2,0,2,0,2,2.4,1
448,1.85,9,2.81,6,0.41,2,3.22,5,2,0,2,2,0,2,0,2,2.4,1
449,1.85,4,2.96,6,0.15,2,3.11,5,2,0,2,2,0,2,0,2,2.4,1
450,1.85,31,3.05,6,0.05,2,3.1,5,2,0,2,2,0,2,0,2,2.4,1
451,1.85,14,1.08,4,1.98,4,3.06,5,2,3.92,2,2,0,2,0,2,2.8,1
452,1.85,15,1.28,4,1.75,4,3.03,5,2,0,2,2,0,2,0,2,2.8,1
453,1.85,12,2.89,6,0.11,2,3,5,2,0.04,2,2,0,2,0,2,2.4,1
454,1.85,19,2.81,6,0.11,2,2.92,5,2,19.45,6,6,0,2,0,2,3.2,1
455,1.85,8,2.46,6,0.37,2,2.83,5,2,0,2,2,0,2,0,2,2.4,1
456,1.85,43,2.49,6,0.29,2,2.78,5,2,0.49,2,2,0,2,0,2,2.4,1
457,1.85,4,2.43,6,0.27,2,2.7,5,2,0,2,2,0,2,0,2,2.4,1
458,1.85,4,2.48,6,0.1,2,2.58,5,2,0,2,2,0,2,0,2,2.4,1
459,1.85,32,1.39,4,1.1,4,2.49,5,2,0,2,2,0,2,0,2,2.8,1
460,1.85,31,2.48,6,0,2,2.48,5,2,0,2,2,0,2,0,2,2.4,1
461,1.85,14,2.2,6,0.28,2,2.48,5,2,0,2,2,0,2,0,2,2.4,1
462,1.85,16,0.88,2,1.5,4,2.38,5,2,0.19,2,2,0,2,0,2,2.6,1
463,1.85,8,0.95,2,1.33,4,2.28,5,2,0.07,2,4,0,2,0,2,2.8,1
464,1.85,6,0.47,2,1.59,4,2.06,5,2,1.24,2,2,0,2,0,2,2.6,1
465,1.85,19,2.05,6,0,2,2.05,5,2,3.53,2,6,0,2,0,2,2.8,1
466,1.85,13,0.25,2,1.8,4,2.05,5,2,0.74,2,2,0,2,0,2,2.6,1
467,1.85,18,0.73,2,1.24,4,1.97,5,2,0.2,2,2,0,2,0,2,2.6,1
468,1.85,29,1.04,4,0.91,2,1.95,5,2,0.37,2,2,0,2,0,2,2.2,1
469,1.85,11,1.69,4,0.21,2,1.9,5,2,0,2,2,0,2,0,2,2.2,1
470,1.85,8,0.79,2,1.01,4,1.8,5,2,0.57,2,2,0,2,0,2,2.6,1
471,1.85,19,1.75,4,0,2,1.75,5,2,0.35,2,6,0,2,0,2,2.6,1
472,1.85,12,0.6,2,1.14,4,1.74,5,2,0.43,2,2,0,2,0,2,2.6,1
473,1.85,22,0.6,2,1.08,4,1.68,5,2,0.33,2,2,0,2,0,2,2.6,1
474,1.85,2,1.17,4,0.15,2,1.32,5,2,0,2,2,0,2,0,2,2.2,1
475,1.85,19,1.16,4,0,2,1.16,5,2,0.11,2,6,0,2,0,2,2.6,1
476,1.85,19,0.99,2,0.11,2,1.1,5,2,0,2,6,0,2,0,2,2.4,1
477,1.85,8,0.99,2,0,2,0.99,5,2,0,2,4,0,2,0,2,2.2,1
478,1.85,8,0.95,2,0,2,0.95,5,2,0.13,2,4,1,4,0,2,2.4,1
479,1.85,19,0.9,2,0,2,0.9,5,2,0.13,2,6,0,2,0,2,2.4,1
480,1.85,19,0.18,2,0,2,0.18,5,2,0,2,6,1,4,0,2,2.6,1
481,1.85,8,0,2,0,2,0,5,2,10.53,6,4,0,2,0,2,2.6,1
482,1.85,8,0,2,0,2,0,5,2,0.2,2,4,0,2,0,2,2.2,1
483,1.85,19,0,2,0,2,0,5,2,0.19,2,6,0,2,0,2,2.4,1
484,1.85,19,0,2,0,2,0,5,2,0.04,2,6,1,4,0,2,2.6,1
485,1.85,8,0,2,0,2,0,5,2,0,2,4,0,2,0,2,2.2,1
486,1.85,19,0,2,0,2,0,5,2,0,2,6,0,2,0,2,2.4,1
487,59.85,13,0.48,2,0,2,0.48,5,2,0,2,2,0,2,0,2,2,0
488,59.85,19,0.2,2,0.28,2,0.48,5,2,0,2,2,0,2,0,2,2,0
489,59.85,4,0.31,2,0,2,0.31,5,2,0,2,2,0,2,0,2,2,0
490,59.85,9,0.3,2,0,2,0.3,5,2,0,2,2,0,2,0,2,2,0
491,59.85,7,0.29,2,0,2,0.29,5,2,0.04,2,2,0,2,0,2,2,0
492,59.85,14,0,2,0.22,2,0.22,5,2,0,2,2,0,2,0,2,2,0
493,59.85,4,0.15,2,0,2,0.15,5,2,0.05,2,2,0,2,0,2,2,0
494,59.85,5,0.15,2,0,2,0.15,5,2,0,2,2,0,2,0,2,2,0
495,59.85,9,0.01,2,0.11,2,0.12,5,2,1.03,2,2,0,2,0,2,2,0
496,59.85,9,0.06,2,0,2,0.06,5,2,0,2,2,0,2,0,2,2,0
497,59.85,12,0.05,2,0,2,0.05,5,2,0.63,2,2,0,2,0,2,2,0
498,59.85,28,0.04,2,0,2,0.04,5,2,0.22,2,2,0,2,0,2,2,0
